dialogue,classification,translation
kotan pa un wenkur okkaypo i= siren.,ainu,The poor young man from the outskirts above the village led me away.
"a= utarihi utar i= keske wa hene ya,",ainu,perhaps the villagers don’t like me.
"a= ekasihi rikin w_a arpa wa isam w_a, kusu,",ainu,"My grandfather ascended and went away, so"
"uenewsar =an ayne,",ainu,"We talked about various things,"
“wen wao V,ainu,"“An evil Green Pigeon,"
a= erayap kor hosipi =an ruwe ne na V,ainu,"Being delighted at [that], I went home."
imakake ta,ainu,"beyond there,"
"orowa, a= kor matkaci ka a= tura wa arpa =an pe ne a kusu,",ainu,"After that, since I had come together with my girl,"
“tan Kusur_ ta,ainu,“[We think we were carried on someone’s back to] Kusur.
"""tan asinkaro e= ne wa itak =an ciki e= nu katu anak ene an h_i.",ainu,"""Foot soldier there. Listen to what I have to say."
"""somo a= kor pet hontomo kor a= poutarihi a= kar[ku] ... a= mippoutari somo eci= ne ruwe he an?""",ainu,“Aren’t you my grandchildren born of my son who lives midstream the river?”
"orano e p ka isam ruwe a= erampokiwen kusu, orano,",ainu,I could feel that she had no food to eat.
"V ne na"" sekor",ainu,what happened.”
"a= kor hat punkar saranip i= pirma sinne nankor.""",ainu,it seems like the grapevine basket lets me know.”
"nomi pa yak nep sitoma pa ka somo ki kus ne kus.""",ainu,"if you pray, you will have nothing to be frightened of”"
e= santeke a= kor kusu ne.',ainu,"you can leave your descendent here,"""
a= emina kor an =an akusu,ainu,I laughed at them.
V somo cise i= kouhuyka yakun,ainu,hadn’t burnt me together with the house
"ki ruwe ne wa,",ainu,I had an awful time.
orano sorekusu a= kor... a= ona somo ekimne somo nep kar yakka,ainu,"After that, my father no longer went to the mountain and did not do anything."
okitarunpe so kar wa i= kore,ainu,"[The owner of the house] made a nice seat [covered with] ornamental mat for me,"
"nea a= hekote nispa iwak akusu pon sike ki hine iwak h_ine,",ainu,My husband returned carrying a small bag.
SO YUTTARA KOOIU KADONO UENO KADONO TOKONI6 sirouri =an.,ainu,"(when I say sikkew, at the corner of a house like this) I will dig a hole"
"uetunus utar tun arki kor okay siri a= nukar,",ainu,"I saw that two people, who were sailing (in a pair) together, came."
"sorekusu a= aki a= eyaykosiramsuye wa cis patek a= ki kor an =an pe ne ruwe ne a p,",ainu,"I was thinking about my younger brother and crying all the time,"
sinep tup ne yakka kotan kor utar ukousaraypa.,ainu,the villagers shared one or two of them.
hoskino tokap racici poro horkew ran hine ni corpok ta hotke.,ainu,"at first, a big wolf with sagging teats came down and lay down under the tree."
"sekor hawean h_i kusu oraun,",ainu,"he said, so"
tane asinuma ka onne =an.,ainu,I am now an old man.
"sem uturu wano ... sem apa otkeotke kor pewtanke kor ahun hine,",ainu,"While poking around the doorway, she screamed as she came back into the house."
"""tan pe a= poho kuwehe ne."" sekor hawean kor kuwari ruwe ne.",ainu,He prepared my bow-trap saying “This is my son’s bow.”
"moyre yakka suy imakake a= sitoma p ne ruwe ne kus_,",ainu,"sooner or later, something terrible will happen later."
mak ne wa uewtanne =an kusu ne?,ainu,‘Why don’t we become a real husband and wife?
"sekor a= ye kor sorekusu ki wa,",ainu,I said as I entered.
wa pokor =an akusu orowano,ainu,"After we had the baby,"
"ekimne =an ka somo ki no oka =an ruwe ne akus_,",ainu,"I spent time without going to the mountains, when"
"sekor yaynu =an w_a,",ainu,I thought.
nani cip sina wa yap kor(ko) okay,ainu,they immediately tied down their boats and landed.
"pet or_ ta suy ran =an h_ine ewonne =an h_ine pet turasi inkar =an wa,",ainu,"one day when I went to the river to wash my face, I looked upstream, and"
"e= wentarap katu sinnayno an wa a= ye akusu,",ainu,"But when I told our father of the dream you saw,"
sekor sino katkemat hawean kor_ ray.,ainu,"While the fine wife said this, she departed from this world."
"mat ne a= e= kor easkay kunak a= ramu kusu,",ainu,I thought that I would take you as my wife.
"""suy, nep ka oka kunak ramu pa wa,",ainu,“I think someone has come again.
"a =an ruwe ne akusu, suke hine i= ipere hi",ainu,"When I sat down, he made me food and fed me."
sapane kamuy anak ene hawean,ainu,"The head God said as follows,"
"ne ene iki wa an pe a= ne hi ka a= erampewtek no,",ainu,"although I did not know my past,"
"ohonno an =an nankor kus,",ainu,"I was to live a long life, but"
ayne munin =an w_a,ainu,Finally I went rotten and
"sekor hawean =an kor orano kamuyoroytak =an. a= ki ayne,",ainu,"I said as I prayed to the Kamui, and in time"
"onne pakno turano an =an wa pe ne akusu,",ainu,and could be with my older sister until I was old.
sorekus_ a= akihi ne yakka a= unuhu ne yakka a= saha ne yakka rayke.,ainu,"and it killed my younger brother, mother and even my sister."
"V iteki e= cis pe ne na""",ainu,"So never cry."""
"eramutuy *eramu ... nukar wa,",ainu,"Surprised at what she saw,"
"“kane maw ne hetet [paye],",ainu,“It blew like a wind of metal.
"sorekus_ nep a= eykoytupa nep a= kor_ rusuy somo ki no ora,",ainu,"Without complaint, and without wanting things,"
rapokke kem sawot pe tumi sawot pe payeoka.,ainu,"During that time, people who were fleeing from famine, and people who were fleeing from war passed by."
“ahuppa an” sekor hawean kor,ainu,“Come in.” Said [the village chief].
siso ... cise onnay an apa siso ...,ainu,"[While poking around the base of the pillar] at the right hand side seat of a hearth (looking in from the east window opposite to the entryway),"
"""mak e= iki p ne hine ene e= an h_i an?""",ainu,"""What are you doing here?"""
"asir_ ... asinuma anak isitoma =an pe ne kusu,",ainu,"I was scared, so"
V makanak ne hine,ainu,why
"konto orano nep ka kor pa p hopunpa pekor hopunpa pekor_ ne wa,",ainu,"all of their fortune disappeared as if it was flying away,"
"ekimne hene arpa =an w_a inkar =an sekor yaynu =an w_a,",ainu,thought of trying to go to the mountains or something.
"V ""a= sokar hoku",ainu,"""My darling!"
un cise hene,ainu,even their houses
"po hene, sorekusu kasi a= opirka wa,",ainu,our lives were enriched by that.
poutari ka rupne pa.,ainu,and after seeing their children grow up
"ipe =an a ipe =an a ipe =an ora,",ainu,We ate and ate.
"episne eci= sap wa eci= cepkoyki p ne na.""",ainu,Go to the beach and catch some fish.”
“wao kamuy V,ainu,"“The Green Pigeon God,"
V naypa kane,ainu,drawing lines
"a= sa eun a= ye akusu,",ainu,I told sister about this.
"a= pa ka somo ki a p.""",ainu,but it was difficult to find.”
"konto *suo ... ontaro or_ ta ... wakkaoontaro or_ ta arpa =an akus_,",ainu,"When I went to the crock … to the water crock,"
suy ni corpok ta hotke hine oka ruwe ne akusu ...,ainu,It also lay down under the tree.
"iwak =an ruwe ne.""",ainu,I came home.
makanak ne konto ene an oka sintoko utar ka opitta sinep ka isam.,ainu,"for some reason, all of the wine containers were gone."
hemanta kusu ene a= maci a= ekoramputuye,ainu,"For some reason, it was womanly treasures that I had not provided for my wife."
"ya ta iramante =an yakka yaykewkorsak no iramante =an ka somo ki hikeka,",ainu,"Even when I hunt on land, I have such a hard time catching any prey, but"
V suke =<y>an wa,ainu,I cooked and
"kewpispare =an akus eani patek e= isam ruwe ne yakun,",ainu,"When we checked the bodies, you were the only missing one. In that case,"
"a= yuputari ka kiyanne pa p ne kus_ hoski onne pa okake ta,",ainu,and so did older brothers as they were older than I.
a= yuputari ne yakka sorekusu pak ison kur isam kur_ ne.,ainu,Older brothers were great hunters with no equals.
"nupuri kes un puri wen kur a= ne p ne kusu,",ainu,"I am called the demon from the end of the mountains, but"
"kunne katak sioka un a= osura ruwe ne akusu,",ainu,"I threw the ball of black string behind me,"
"suy soyne noyne iki hi kusu,",ainu,"It looked like she was getting ready to leave again, so"
neun poka iki =an w_a,ainu,I [had] to at least try and do something.
katkemat'utar anak,ainu,"as to the housewives,"
a= ye p e= hayta yak sorekus_ arwenmosir a= e= kooterke p ne na.',ainu,"""If you cannot listen to me, then I will send you to hell."""
"aynu or un inkar =an kor eani patek a= e= yaykotomka wa kusu,",ainu,"As I was watching the humans, I saw that you alone were suitable for me."
"pon cise an pe okari ki p,",ainu,Around that little house there were many dead people.
"na uoyak un apkas ka a= eaykap kuni a= ramu p ne kusu konto,",ainu,"we thought we would not be able to walk around here and there, so"
"sinen ne ... matnepo tura p ka payeoka ruwe ne kusu, ki p ne ruwe ne na.",ainu,"Some may bring their daughters here alone. These people will travel, so I’m sure you will marry (one of the girls)."
"""nisap kotan or_ ta sap =an yak wen.""",ainu,"""It’s not a good idea to go straight to the village,"""
kamuy yupihi sorekus i= ka opiwki.,ainu,the kamui older brothers of (my small dog) came to help.
"sine ar suy ne suy pis ta san =an h_ine peray =an kor an =an akusu,",ainu,"One day, when I was down on the beach fishing,"
"a= nukar okkaypo ek wa,",ainu,"The young man, whom I saw, came and"
"kem ruoka, kem ruwe etok a= sikkotesu kor ki",ainu,I intently watched the needle [going] back and forth.
"nea cise kor kur ene hawean h_i,",ainu,the elder of the house said this.
"uymam kusu tane, a= onaha herepasi arpa hi a= unuhu eramuan akusu",ainu,"My mother understood that my father had already gone to the open sea in order to barter,"
V a= ki p a= ne kusu,ainu,I did it.
sekor sino nispa hawean.,ainu,said a grand elder.
V u yuk ne ciki,ainu,[he caught] deer and
ikiankunak a= poutari nupuri kor kamuy ne yakka nomi oyra na.,ainu,the sons never forgot to honor and worship the bear kamui.
"sorekusu maratto kor wa onne utar_ ne yakka uekarire wa maratto kor_ ne ya,",ainu,"When we caught a bear, we held a feast. Even all the elders came."
"makanak ki arsikeno ahun ruwe an?""",ainu,I wonder why he came home empty-handed?”
"parkoinunnun ruwe ne h_ine orano,",ainu,he sucked her tongue.
"orano easir sisam puri an pe ne kus_, etarka sirki ka somo ki no ki wa ka ... akusu,",ainu,"The Wajin’s ways spread, and they could no longer act carelessly."
"""ne aynu utar anakne sorekusu,",ainu,“Those people
tane onne =an siri ene an h_i ne kus_ a= eysoytak.,ainu,"I have now grown very old, so I am telling you."
V enune <y>akus,ainu,Then
"V somo nu no, sukup kur anak",ainu,He doesn’t listen. The young man [should not make]
sutketusi omare omare wa *sik ...,ainu,She put and put [them] in the chest.
"nep a= e rusuy ka nep a= kor_ rusuy ka somo ki no,",ainu,"Without wanting food or things,"
"seta ka nep ka isam pe ne a p,",ainu,There were no dogs living around us.
"earkinne kewtum or_ ta a= ruska korka ene a= ye hi ka isam no, orano an =an.",ainu,"I was outraged in my heart, but I could not say anything and remained quiet."
wa orowa kuneywaipe =an w_a,ainu,Then in the morning I ate.
"sekor hawean =an hikeka orano,",ainu,I said.
"""nimu =an yak pirka.""",ainu,"""Climb up the tree"","
"""a= kor Pananpe i= tura wen kur_ ne wa mak ne hine nispa ne ru an?""",ainu,"""Dear Pananpe, you were as poor as I was. How did you become so wealthy?"""
"kotan kor utar i= tura hine, sap pa hine",ainu,the villages went down and took me with them.
esisoun w_a eharkisoun terketerke akusu,ainu,he jumped to the right and to the left. Then
V1 itekekarpe,ainu,"A hand-made thing,"
iwan konci e= kar wa e= hekokari,ainu,"If you make six hoods and put them on [your] head,"
sekor hawoka kor ora ueinkar =an.,ainu,they called me as I lived my life. I was able to use clairvoyance.
V sirkouhuy,ainu,have you become ash?”
"kawkaw noka o kosonte mi kamuy ne kus koraci an kur,",ainu,a person in a short-sleeved garment with a hailstone design who seemed to be just like a god
cise kor kur ene hawean h_i,ainu,the master of the house said as follows:
"sorekusu wen puri kor oka pa p ne kusu,",ainu,"but they have bad spirits,"
e= siknu ka eaykap ayne,ainu,"You won’t be able to survive, [and] finally"
"ran =an w_a inkar =an akusu,",ainu,I went down and looked around.
"neno iki =an rapok konto honkor =an ruwe ne hine,",ainu,"As I continued this, my belly began to show."
"i= nukar h_ine ora ahun h_ine,",ainu,but went back in as soon as she saw me.
"an =an ruwe ne akus_,",ainu,"Then,"
"tun a= ne oka =an pe ne a p,",ainu,just the two of us lived together.
"nea a= aki patek oar isam hine,",ainu,but I did not see him anywhere.
"a= ep ka nep ka isam,",ainu,there was no food.
"poro yuk a= rayke hine a= se hine iwak =an h_ine,",ainu,"I killed a big deer, and carried it home,"
"kanna ruyno i= koonkami pa,",ainu,Everyone bowed to me again.
"oar nep ka, hettaro ruwe ka a= erampewtek wa,",ainu,I [could] see there was as much meat as ever (lit. ‘I [could] see that [the meat] was not decreasing at all.’)
sine ancikar_ tu ancikar ne kor hinak un i= hoppa hine isam.,ainu,"and within several days [after seeing her grandchild], my mother left this world."
isitoma =an pe ne kusu,ainu,I was scared
"""hetak hetak hokure nina yakne ...",ainu,"“Hurry, and go gather firewood."
wakka ka a= koyanke kuni ne cise an pe ne kus ki hine,ainu,"The house was built where I could draw water, so"
V tasiroho,ainu,[Withdrawing] his mountain sword
“hemanta ene asuru as a seta he ne ya,ainu,“Why is such a famous dog
wa ene a= ye hi ka isam no,ainu,I had nothing to say in this respect.
"sitoki ne ya ki pa,",ainu,and neck adornments with decorations on.
"iteki e yan” sekor hawean kor patek soyne,",ainu,"don't eat it!"" After saying so, she went out."
nep ka ika sirus wa.',ainu,‘There must be something remaining’
"sekor hawean kor,",ainu,she said
sironuman akusu orano cise soy cikisokiso.,ainu,"In the meantime, it had become evening. When I thought I could hear the rustling sound of something outside,"
"sinen tun i= ekohopi kira pa an h_ine,",ainu,"One or two people who ran away from me,"
orano nea retar katak kunne katak a= epirka.,ainu,I [used] the ball of white string and the ball of black string and made a lot of money.
a= porore wa pirka okkaypo ne okay wa,ainu,We raised them and they turned into fine good young men.
"nep a= e rusuy nep a= kor_ rusuy somo ki no ki korka,",ainu,I never thought about what I wanted to eat or have and continued my life.
"ene nep a= kar yakka utura =an kane wa,",ainu,We always do everything together.
“a= akihi ne”,ainu,“He is our brother.”
"a= macihi nen ka ewtanne kur sorekusu koyayeoripak somo ki no an kus ne kus,",ainu,"my wife can live without feeling awkward toward the person she marries,"
"sorekusu tu aynu ka re aynu ka a= ukoseske apekor an,",ainu,"A man, almost as big as two men combined, three men combined,"
kamuy or un hosipi =an etoko ta suy,ainu,"before returning to the land of Gods, again"
"wenkur kopoyke somo a= e= kire no,",ainu,"I didn’t let you mingle with poor people,"
"kamuy or_ ta po ka a= sak,",ainu,I have no children in the world of the Kamui.
"ene Iskar emko ta paye =an h_ine,",ainu,and went to upstream Iskar.
V e= an ruwe an',ainu,Did you?
"sekor hawean, wa",ainu,Said [the man] and
V u kari ki kor,ainu,While circling
os arpa =an w_a inkar =an sekor yaynu =an w_a,ainu,I thought that I’ll try to follow them.
sekor hawean hawas,ainu,Said [the housewife]. I could hear it.
"sekor a= ona hawean wa kus,",ainu,father said.
"oro ta KOTCO e pa uskehe ne hawe ne kusu ki.""",ainu,"they ate a feast there, I have heard, so you must do it (like that),"""
"sorekusu nep wen puri a= kor ka somo ki yakka, aekoentasiste p a= ne ruwe ne a p,",ainu,"it’s not that I really had a bad spirit, but I am ???,"
"tumu ta arpa =an h_ine mono a =an wa an =an akus,",ainu,"I sat down in,"
"hoyupu =an w_a hosipi =an korka, i= yos nep ka",ainu,I ran all the way home.
V1,ainu,--
"ora i= kowepekennu hi kus,",ainu,He asked about me.
a= onaha a= acaha kotanuhu topattumi oyan yak a= ye sekor ha[wean] kor_ cis kor an h_i no,ainu,Father said that uncle’s village had been attacked by Topattumi. He was crying.
"ayne, onne okkaypo a= ne ruwe ne sekor,",ainu,"Finally, I became an old man."
"sekor wentarap =an ruwe ne hine ora,",ainu,I saw in my dreams.
"rapokke konto iyoyapake konto a= maci a= tura ka eaykap pe ne kus_,",ainu,"The next year, I could not take my wife, so"
"kinakar =an w_a a= e,",ainu,I gathered plants and ate [them].
"menoko ne yakka okkayo ne yakka ki kor,",ainu,women and men would come down.
menokopo sinep,ainu,One young woman
"nep a= e rusuy nep a= kor_ rusuy ka somo ki no okay =an ruwe, ne, kor okay =an ayne",ainu,"There was nothing more we’d want to eat or have, [so well] we lived. We lived [so] and finally,"
"sorekusu an kusu siknu =an pe ne kusu,",ainu,"Since it is thanks to (Mintuchi lord) that you were saved,"
"ekimne ka somo ki no,",ainu,they even did not go to the mountains to hunt.
"""Yupet emko kor nispa a= ona an h_ine",ainu,"“My father is an elder at Yupet Upstream,"
"asinuma ka tane poro =an pe ne kusu,",ainu,"As I already became an adult,"
u yaykarkarsere,ainu,I wallowed
“iteki a= kor son nisatta anakne iteki e= cis pe ne na.,ainu,"Son, tomorrow you must not cry."
sekor a= yupi hawean.,ainu,older brother said.
"sekor hawoka kor sake kor pa kor,",ainu,"(saying), and if you have sake,"
asinuma anakne ekimne ka somo an kor,ainu,I lived without going to the mountains to hunt.
"aynu or_ ta inkar =an kor tan menoko patek a= yaykotomka wa kusu,",ainu,"and when I looked around the human world, I fell for this one girl."
yap =an w_a,ainu,We came in and
a= wenekot wa,ainu,I died a hard death because of that [of crying].
tanto anak te ta rewsi yan”,ainu,Please stay here today!”
osoroho wa ek cep,ainu,A fish who came from the tail of [the shoal]
a= sapa uk h_ine a= erankarap i= erankarap hine,ainu,and the person took my head. I greeted him and he greeted me and
"kotan pa un sine p hacir,",ainu,"One piece fell down on the upper end of the village,"
"hemanta situ pes sorekusu nitek kekke kekke kor ran humi as hine,",ainu,"there was something along the ridge, and then the tree limb began to snap and while breaking down,"
"aynu or un inkar =an akusu,",ainu,I looked in the place of humans.
sekor hawean =an kor konto ekimne =an wa yuk ne ciki kamuy ne ciki nuwe a= koan kor an =an.,ainu,"I said, and went to the mountains to catch many deer and bears [for us to eat]."
"esiruyne pon_ saranip osurpa pa hine ora,",ainu,They threw a small knapsack to the back (of the house)
i= ahunte kusu ye.,ainu,she told me to enter.
"cikosinninup ani a= i= maketa ruwe ne hine,",ainu,I lost because of the power of the amulet.
"pakno nispa isam nispa a= ne hine an =an pe ne hike,",ainu,"I am a rich man, richer than anyone else."
V u yayuske ta,ainu,At his seat
"sekor hawean korka,",ainu,said [the other man].
"kam pirka hi cep pirka hi sapte wa supa wa a= e kor oka =an ayne,",ainu,"but he fed me very good meat and fish. As we cooked and ate these foods,"
"sorekusu cis patek a= ki kor an =an ruwe ne.""",ainu,"That’s why I am crying every day,"""
"eun arpa =an h_i ka a= erampewtek wa a= tere wa an =an.""",ainu,"I didn't know where you had gone, so I was waiting,"""
"""nep ka pawci a= omare ka somo ki.",ainu,“I didn’t put any poison in.
oraun suy Kuttarusi un a= macihi suy a= acautari oro ta poho a= nukare ...,ainu,next we went to show our children to my wife’s uncles in Kuttarusi …
V1 a= hekote nispa,ainu,"My husband,"
"ki kor ki ayne,",ainu,so they gave prayers as told to do.
V a= hekote kamuy,ainu,My husband
"ipe =an hine,",ainu,"I ate, and then"
sekor hawean =an kor ki.,ainu,I said.
nea cise kor_ nispa ineapkusun pawetok kor hawean y_a ka a= eramiskari.,ainu,The master of the house was a silver-tongued man.
"akusu oni an h_ine,",ainu,The demon was down there.
"soy ta isenuwap kor an."" sekor hawean hawas akusu,",ainu,"is standing outside and coughing,"" she said"
a= uni ta ka kiorio sitoho a= kar kuni p ne yakka ranke wa atce peka ka kiorio hine ora oka =an.,ainu,and brought them down to the house where she put them on the drying rack to dry. [My mother] also brought down the ingredients for dumplings and dried them on the drying racks at another home.
a= kewtumu pirka kus,ainu,but I kept a good heart
"a= sapaha haypahaypa kor ek,",ainu,"He tried to grasp my head,"
"""nerok aynu utar mak iki?"" sekor hawean.",ainu,"""Where are those Ainu?"" he asked."
suke =an w_a ipe =an w_a an =an akusu,ainu,"I cooked and ate, then"
"ora tanto or_ ta iwak moyre hine iwak ki kusu,",ainu,"when he came home late today,"
"i= enkasike yaskosanu puskosanu ruwe ne hine,",ainu,"I heard something tear, something explode over me."
"""sorekus_ mak iki pa a= ne wa ene sinen a= ne an =an wa",ainu,"""Why, how have I lived by myself like this?"
"kamuy anakne yaykoeramewnin kor ohor pe ne p yaykoeramewnin =an h_ine,",ainu,"But kamui often inadvertently forget things for a long time, so I ended up forgetting"
ikayop korka(?) se kane an aynu ahun ruwe ne hine orano oka =an.,ainu,"a man carrying a quiver entered, and started living with us."
"""wenkur okkaypo ka i= tura."" sekor haw… hawean,",ainu,"“You poor young man, come with me,"" said the village chief"
a= ona,ainu,"so father said,"
"kamuy ne noyne an matkaci sinot kor an wa a= nukar a p,",ainu,I saw a beautiful Kamui-like girl playing here. But
V humneani oraypa,ainu,pushed into one place.
"kotan or_ ta arpa =an akusu,",ainu,"When I went to the village,"
a= kor kotan un hosipi =an wa a korka,ainu,"I returned to my village, but"
V u <y>an =an ayne,ainu,Before long
"a= eci= pirkare kus ne na.""",ainu,"I will make you rich as well,"""
"sekor a= yuputari hawoka kor sap =an wa,",ainu,said older brothers as we went down the river.
"siknuyanuya kor hopuni hine,",ainu,"The young rubbed his eyes and rose, but"
"ora a= saha ka sorekus kotan or_ ta at pe, nispa,",ainu,"As for older sister, there are many wealthy men in the village,"
"konto ratcitara nay pes h_ine san akusu ora,",ainu,"As he came slowly down the mountain river,"
"ora suy suke pa hine ipe =an h_ine rewsi oka =an h_ine,",ainu,"(brothers?) made dinner again, then we ate and spent the night."
V:nooaauu,ainu,Sakehe: nooaauu
p a= ante hoku,ainu,[I lived with] my faithful husband
"sinu kane reye kane ahun =an h_ine,",ainu,"I crawled in,"
e kuni pak hapunno a= supa wa,ainu,"We boiled his food so it was soft,"
"kimun =an kuni a= ye ... kunak a= ye p ne kusu,",ainu,"Because I said I was going to the mountains,"
"i= nukar akusu mina tek pekor iki siri a= nukar wa, kusu",ainu,I saw him look at me [and] then laugh for a moment. So
w_a cikuni ka ta sini =an w_a,ainu,and rested on the top of a tree.
"sorekusu asinuma ne yakka aynu patek kasi osike so ... ru somo ne kusu,",ainu,"It’s not only humans who give gifts, so"
"a= poutari a= yupi oro ta paye wa utura sinot pa wa,",ainu,And sometimes my children went to older brother’s home to play together.
"ora okkayo anakne Iskar emko kor_ nispa poho ne a= ye wa oka =an ruwe ne wa,",ainu,I had declared the boy as the son of the wise man from Upstream Iskar.
"tanepo rur_ turano ipe =an pe ne kusu,",ainu,It was the first time I had food with a soup so
sorekusu kamuy a= ona ene iki hi a= nukar.,ainu,and I was also able to see what the father kamui does.
"i= tukari kosikeranaatte kane, sorekusu ki pa kor, oraun oka =an.",ainu,"and in front of me, they hid their faces out of respect. They continued their lives in this way."
"SONO pon kurmat MO sorekusu RIPPANA TONOSAMA ewtanne SITE, RIPPAN NATTE,",ainu,That girl (his daughter) grew up and became husband and wife with a Japanese lord.
"karkuutari ... mippoutarihi payokay pa p ne kus ki,",ainu,it seems that the grandchildren work a lot and often come and go.
oro ta oyakoyak ta yayeyantoetun =an.,ainu,We walked around the town looking for a place to stay.
inkar =an akusu Iskar putu ta e= acaha an.,ainu,"If I look, I can see your uncle at the mouth of the Ishikari River."
"tap neno OCA a= ku KOPPU sanke sinne kusu sekor_ ne p ne kusu,",ainu,"he brought out the tea cup in this way, the story went."
"iwan pa ek yak, a= e= ekanok kus ne na”",ainu,I’ll come and see you when six years pass.”
soyne.,ainu,came outside.
asinuma ka a= ewtanne. ecioka ka eci= aynuewtanne.,ainu,"I’m sure I will get married, and you also will marry humans."
"a= onini ki(?) kuni ne a= kar hine,",ainu,I made them to be dragged.
"ar suy a= nukar pe somo a= ye,",ainu,"(I had been taught) not to talk about something I had only seen once,"
"sekor haweoka. a= yuputari ki h_i kusu, ora soyenpa =an h_ine,",ainu,"my brothers said, so we went outside."
hike ukoposak pe a= ne wa,ainu,we had no children.
"""tewano a= kor oper kar pe sinen ne a= e.""",ainu,"[grandmother said], “From now on, you my young girl [can] eat those things which you have caught by yourself.”"
asinuma ka a= paha ka a= eramuan.,ainu,I also found out how old I was.
"reyep sekor a= ye p anakne sorekusu kamuy oyakata pase p ne ya ka ya ka a= ye p,",ainu,"It is said that a creature called dog has highly respectable parents,"
tap ape a= ari aan(?) okake ka an.,ainu,There were traces of a fire burning until recently.
hunak un arpa =an humi ne ya ka a= eramiskari kor,ainu,"Not knowing, where to go,"
a= unuhu okake e= supuyaatte kus ne na”,ainu,send up smoke after our mother.”
ora pirka menoko a= yuputari etun wa i= korpare hine,ainu,"the brothers brought me a beautiful woman for a wife,"
"tan pa somo ne yakka,",ainu,"it doesn’t have to be this year,"
"opitta a= rayke wa isam, akusu nispa utar",ainu,We killed everyone. The rich men [said]:
"ohasir_ ta ciwente kotan or_ ta an pe e= ne aan h_ine,",ainu,and you are living in this unpopular barren village.
"ukoposak pe a= ne kusu,",ainu,"As we had no children between ourselves,"
a= eramiskari haw ...,ainu,Voices I did not know…
"""wenkur a= ne wa mat poka sak pe a= ne.",ainu,"""I am a poor man who couldn’t even take a wife."
"ruwe ne hi kusu a= poutari pirkano cisekorkamuy sorekus pirkakar pa wa,",ainu,"So sons, if you make delicious foods"
"sekor hawean kor i= yaykomuraypa,",ainu,he said and held me tightly.
"ki sak kuni ne a= komuy wa,",ainu,"After that, I made effort so that lice wouldn’t get on grandmother, I picked out lice from her."
V repoparse,ainu,"he was swept away off shore,"
ora tane Iskar emkoho supuya sak h_i,ainu,"Now there is no smoke [there is no one living] upstream from Iskar,"
"konto isimne nea nispa turano a= ri wa a= supa wa a= e SITARI,",ainu,"The following day the elder and I butchered the bear, cooked and ate its meat."
earkinne ne cise kor utar ne yakka i= omap pa.,ainu,"The people at the house also adored me,"
"sekor hawean kor,",ainu,they said.
"tanto ne a= kor pon_ seta an kuskeraypo siknu =an wa hosipi =an siri ene an h_i ne.""",ainu,"my little pup saved me life today, and I came home."""
uewtanne =an ciki mak ne ruwe an?',ainu,"“Shall we get married?”,"
V kamuy or_ ta,ainu,In the place of the gods (kamui)
"eysokor pa hine a= siknure wa oraun,",ainu,so they believed that and she was not killed.
a= yupihi a= sautari a= unuutari ki siri a= nukar kor orano oka =an.,ainu,"what the brothers and sisters and mothers were doing, we could see this as we lived our lives."
"a= apkaste wa i= ekari ek yakne a= rayke wa a= e wa,",ainu,"and made (girl) walk. When she came here, I was going to kill her and eat her,"
apkas =an h_ikeka nep ka a= oyamokte ka somo ki.',ainu,"We went [there] but did not find anything strange,”"
V sonno <y>ukor,ainu,"A real wedding,"
"oar neun ka an ruwe ka isam pe, ne wa kusu,",ainu,as there was no one at all…
"esoyne inkar =an a, wa an =an akusu",ainu,I looked around outside. Then
"nea sine cise soy ta arpa =an akus_,",ainu,"When I went in front of the house,"
cise onnay uwomare wa,ainu,She put the inside of the house in order and
"mintuci tono koyairayke,",ainu,to express his gratitude to Mintuchi lord.
"paskur okkayo V a= ukokikkik na, V",ainu,"the Crow Man was beaten by everyone,"
sekor a= hekote nispa hawean.,ainu,My husband said.
"san =an ekari no a= kosmaci nuwap ruwe ne hine,",ainu,"Just at that time, the older son’s wife was giving birth,"
a= yuputari hene ineapta i= omap pa iki pa ya ka a= eramiskari.,ainu,Even my brothers loved me very much.
"a= nu wa an a, pe ne",ainu,I heard that and it was [so].
"ora konto,",ainu,"Then, next"
"sem or_ ta nuynak =an h_ine an =an hine,",ainu,and hid in the porch.
"""tapne kane ne ruwe ne kusu wentarap =an ruwe ne kus_,",ainu,"""For this and this reason, I saw a dream."
"a= kor katkemat kamuy resu wa an aan wa,",ainu,Kamui-gods must have raised our daughter-in law.
na e= pon hine e= ponpon hine,ainu,"When you were still small,"
"ku ay a= kor wa,",ainu,I took a bow and arrows and
"sorekusu upas poro p ne kus,",ainu,The snow was deep.
osatuy sorekusu uskehe yaykopuni wa ipe.,ainu,And she served herself the pieces from the end.
kotan kim ta tunasno sirepa =an.,ainu,and in no time reached the hilly section of the village.
"orano a= acaha sorekus i= henkotpa i= ekopuntek a i= kopuntek a,",ainu,uncle would also nod to me and be so happy.
"onne okkaypo a= ne ruwe ne sekor,",ainu,I became an old man.
cise oro wa ekimne =an kor,ainu,When I went from my house to the mountains to hunt
"nep ka a= kar ka somo ki no, orano an =an ruwe ne.",ainu,I spent my days doing nothing.
enune sekor,ainu,Like this
"tomari or_ ta cip a= yanke hine,",ainu,and moored my boot at the pier.
cise onnay un... ka pirkano a= kar.,ainu,so I cleaned inside the house
"sekor hawean =an ruwe ne akusu,",ainu,I said.
