dialogue,classification,translation
Dwi ddim yn hoffi gwisgo jîns newydd.,welsh,I don't like wearing new jeans.
Dydy'r het ddim yn ffitio fi.,welsh,The hat does not fit me.
Dydy'r het ddim yn ffitio fi.,welsh,The hat doesn't fit me.
Oes gynni hi ardd?,welsh,Does she have a garden?
Oes ganddyn nhw ardd?,welsh,Do they have a garden?
Dyn ni'n garddio,welsh,We were gardening.
Mae e'n dwlu gardio,welsh,He loves gardening.
Dw i'n dwlu garddio,welsh,I love gardening.
Dw i'n hoffi garddio,welsh,I like gardening.
Mae hi'n dwlu garddio,welsh,She loves gardening.
Mae Tom yn dwlu garddio,welsh,Tom loves gardening.
Mae Tom yn mwynhau garddio,welsh,Tom enjoys gardening.
Dw i'n mwynhau garddio,welsh,I enjoy gardening.
Mae fy ngardd yn fach,welsh,My garden is small.
Fach yw fy ngardd,welsh,My garden is small.
Garddwr yw e,welsh,He's a gardener.
Dw i'n dwlu dy ardd di,welsh,I love your garden.
Dw i'n dwlu dy ardd,welsh,I love your garden.
Dw i'n dwlu eich gardd chi,welsh,I love your garden.
Dw i'n dwlu eich gardd,welsh,I love your garden.
Y garddwr dw i,welsh,I'm the gardener.
Garddwr yw Tom,welsh,Tom is a gardener.
Garddwr dw i,welsh,I'm a gardener.
Nid yn fy ngardd,welsh,Not in my garden.
Wyt ti'n hoffi garddio?,welsh,Do you like gardening?
Dych chi'n hoffi garddio?,welsh,Do you like gardening?
Mae e'n hoffi gweithio yn yr ardd,welsh,He likes to work in the garden.
Gwaith,welsh,Work.
Dywedodd hi bod hi'n brysur iawn,welsh,She told me she was very busy.
Dw i'n mynd i fod yn ewythr.,welsh,I'm going to be an uncle.
Ond pam dwyt ti ddim eisiau mynd i Genefa?,welsh,But why don't you want to go to Geneva?
Dych chi'n hoffi teledu?,welsh,Do you like television?
Dw i'n hoffi cwrw.,welsh,I like beer.
Dw i ddim yn bwyta cig.,welsh,I'm not eating meat.
Dw i'n yfed gwin coch.,welsh,I'm drinking red wine.
Dw i ddim yn hoffi moron chwaith.,welsh,I don't like carrots either.
"Mae hi'n wlyb heddiw, ond bydd hi'n well yfory.",welsh,"It is wet today, but it will be better tomorrow."
Mae hi'n braf ond yn niwlog.,welsh,"It's fine, but foggy."
Ond dych chi ddim yn bwyta llysiau!,welsh,But you don't eat vegetables!
Mae Tom yn mwynhau gwylio'r athletau ar y teledu.,welsh,Tom enjoys watching the athletics on the television.
Wnest ti ddim gwylio'r gêm neithiwr.,welsh,You didn't watch the game last night.
Gwnaethon ni wylio'r teledu nos Fawrth diwetha.,welsh,We watched television last Tuesday night.
Dw i'n prynu tegan.,welsh,I am buying a toy.
Wnaethoch chi degan gyda ffrind?,welsh,Did you make a toy with a friend?
Wnest ti ginio ddoe?,welsh,Did you make lunch yesterday?
Wnest ti'r gwaith?,welsh,Did you do the work?
Ga i brynu tri oren?,welsh,May I buy three oranges?
Dw i ddim eisiau prynu reis heddiw.,welsh,I don't want to buy rice today.
Prynodd Tom wyau ond dim bacwn.,welsh,Tom bought eggs but no bacon.
"Do, gwnes i frecwast blasus bore dydd Llun.",welsh,"Yes, I made a delicious breakfast Monday morning."
"Wnes i ginio ddoe? Naddo, gwnest ti frecwast.",welsh,"Did I make dinner yesterday? No, you made breakfast."
Wnaethoch chi frecwast heddiw? Do.,welsh,Did you make breakfast today? Yes.
Dw i'n prynu orenau a afalau.,welsh,I am buying oranges and apples.
Wyt ti'n smwddio?,welsh,Are you ironing?
Dw i'n mwynhau llysiau.,welsh,I enjoy vegetables.
Gwnest ti ginio blasus iawn nos Fercher.,welsh,You made a very tasty dinner on Wednesday night.
Wyt ti'n hoffi bwyta swper?,welsh,Do you like to eat supper?
Dyn ni'n hoffi menyn.,welsh,We like butter.
Mae e'n dysgu Ffiseg.,welsh,He is teaching Physics.
Dyn ni'n dysgu nofio.,welsh,We are learning to swim.
Dest ti i'r arddangosfa yma ddoe.,welsh,You came to the exhibition here yesterday.
Wyt ti'n hoffi cerdded yma?,welsh,Do you like walking here?
Daethoch chi a Tom yma ddoe.,welsh,You brought Tom here yesterday.
"Cyn i chi wneud cinio, gwna i lanhau'r bwrdd.",welsh,"Before you make dinner, I will clean the table."
"Ar ôl i ti wneud brecwast, mi wna i'r llestri.",welsh,"After you make breakfast, I will do the dishes."
Gwna i'r papuro ar ôl i ti wneud y peintio.,welsh,I will do the papering after you do the painting.
Dw i'n mwynhau gwneud brecwast.,welsh,I enjoy making breakfast.
Wyt ti'n rhifo teganau.,welsh,You are counting toys.
Ydy rhif ffôn yr ysgol yn y ddesg?,welsh,Is the school's phone number in the desk?
Mae rhif ffôn Tom yn y ddesg.,welsh,Tom's phone number is in the desk.
Dyn ni'n hoffi gwisgo esgidiau newydd.,welsh,We like wearing new shoes.
Wyt ti'n gwisgo crys newydd?,welsh,Are you wearing a new shirt?
Dych chi'n gwisgo trowsus newydd.,welsh,You are wearing new trousers.
Wyt ti'n gwisgo siwmper newydd.,welsh,You are wearing a new jumper.
Dw i'n gwisgo menig da.,welsh,I'm wearing good gloves.
Ydy e wedi gwisgo'r siwt newydd eto?,welsh,Has he worn the new suit yet?
Wyt ti wedi gwisgo'r siwt?,welsh,Have you worn the suit?
Dw i'n gwisgo crys.,welsh,I am wearing a shirt.
Dw i'n gwisgo esgidiau da iawn.,welsh,I wear very good shoes.
Dych chi'n hoffi blows Mary?,welsh,Do you like Mary's blouse?
Cafodd y drydedd ferch anrheg Nadolig wych.,welsh,The third girl got an excellent Christmas present.
Dydd Nadolig yw'r pumed ar hugain o Ragfyr.,welsh,Christmas Day is the twenty-fifth of December.
Mae'r Nadolig ar y pumed ar hugain o Ragfyr.,welsh,Christmas is on the twenty-fifth of December.
Ble mae'r parti Nadolig?,welsh,Where is the Christmas party?
Roedd y parti Nadolig yn rhy swnllyd i fi.,welsh,The Christmas party was too noisy for me.
Wyt ti'n edrych ymlaen at y Nadolig?,welsh,Are you looking forward to Christmas?
Roedd y parti Nadolig yn wych.,welsh,The Christmas party was great.
Chaethoch chi ddim anrheg.,welsh,You did not get a present.
Gaethoch chi ffôn symudol fel anrheg ddoe?,welsh,Did you get a mobile phone as a present yesterday?
Dw i'n edrych am anrheg Nadolig i fy wyres.,welsh,I am looking for a Christmas present for my granddaughter.
Mae Tom yn hoffi'r anrheg.,welsh,Owen likes the present.
Diolch am fy anrhegion!,welsh,Thank you for my presents!
Dymunwn ni Nadolig Llawen i chi.,welsh,We wish you a Merry Christmas.
Dymunwn ni benblwydd hapus i ti.,welsh,We wish you a happy birthday.
Chwefror y nawfed ydy penblwydd Mary.,welsh,February the ninth is Mary's birthday.
Medi'r seithfed yw penblwydd Tom.,welsh,September the seventh is Tom's birthday.
Pryd mae eich penblwydd priodas?,welsh,When is your wedding anniversary?
"Llongyfarchiadau. Yn ôl Tom, roedd yr arholiadau newydd yn anodd iawn.",welsh,"Congratulations. According to Tom, the new exams were very difficult."
Dwedodd Mary ei bod hi'n hapus iawn gyda'r arholiadau.,welsh,Mary said that she was very happy with the exams.
Llongyfarchiadau ar lwyddo yn yr arholiadau.,welsh,Congratulations on succeeding in the exams.
Mwynhewch eich ymddeoliad!,welsh,Enjoy your retirement!
Maen nhw'n dweud bod nhw wedi cael llond bol o'r rhyngrwyd erbyn hyn.,welsh,They say that they are fed up with the internet now.
Mae'r rhyngrwyd yn ein pentref yn araf iawn.,welsh,The internet in our village is very slow.
Ga i gysylltu â'r rhyngrwyd yma?,welsh,May I connect to the internet here?
Roedd Megan yn meddwl bod ei rhieni'n codi cywilydd arni hi o flaen ei ffrindiau.,welsh,Megan thought that her parents were embarrassing her in front of her friends.
Paid â chodi cywilydd arna i!,welsh,Don't embarrass me!
Dylai'r rheolwr cyllid newydd fod wedi dechrau erbyn hyn.,welsh,The new finance manager should have started by now.
Rheolwr cyllid y cwmni yw Mary.,welsh,The company finance manager is Mary.
Mae'r tai newydd yn ddrud.,welsh,The new houses are expensive.
Mae'r tai melyn yn rhad.,welsh,The yellow houses are cheap.
"Mary ydy'r rheolwr cyffredinol newydd, yn ôl Tom.",welsh,"Mary is the new general manager, according to Tom."
Ble bydd y cyfarfod cyffredinol eleni?,welsh,Where will the general meeting be this year?
"Bydd y Cyfarfod Cyffredinol wythnos nesa, yn ôl gwefan y cwmn",welsh,"The General Meeting will be next week, according to the company's website."
"Does dim elw mewn moron, yn ôl Tom.",welsh,"There is no profit in carrots, according to Tom."
Mae'r cwmni newydd wedi gwneud elw bach eleni.,welsh,The new company has made a small profit this year.
Ydy'r cyfrifydd wedi gwneud y cyfrifon?,welsh,Has the accountant done the accounts?
Ble mae'r rheolwr adnoddau dynol?,welsh,Where is the human resources manager?
Mae'r cwmni'n marchnata ei nwyddau yn Affrica.,welsh,The company markets its goods in Africa.
Fydd y nwyddau'n cyrraedd mewn pryd?,welsh,Will the goods arrive in time?
Dydy eu dyledion ddim dan reolaeth o gwbl.,welsh,Their debts are not under control at all.
Mae gormod o ddyled gyda nhw ar hyn o bryd.,welsh,They have too much debt at the moment.
"Does dim problem, mae popeth dan reolaeth.",welsh,"There's no problem, everything is under control."
Dwedodd Tom basai fe'n hysbysebu ei gar yn y papur wythnos nesa.,welsh,Tom said that he would advertise his car in the paper next week.
Mae Tom yn hysbysebu moron.,welsh,Tom advertises carrots.
Mae Mary yn hysbysebu ceir.,welsh,Mary advertises cars.
Does dim croeso i'r diafol yn nhŷ Tom.,welsh,There is no welcome for the devil in Tom's house.
"Nac oes, does dim diafol!",welsh,"No, there is no devil!"
Ble mae'r diafol?,welsh,Where is the devil?
Roedd hi'n berson ysbrydol iawn yn y gorffennol.,welsh,She used to be a very spiritual person in the past.
Oedd eich taid yn berson ysbrydol?,welsh,Was your grandfather a spiritual person?
Mae Mary yn berson ysbrydol.,welsh,Mary is a spiritual person.
Dych chi'n credu bod ysbrydolrwydd yn bwysig i ni?,welsh,Do you believe that spirituality is important to us?
Oes digon o ysbrydolrwydd yn y byd?,welsh,Is there enough spirituality in the world?
Dych chi'n meddwl bod enaid gyda ni?,welsh,Do you think that we have a soul?
Wyt ti wedi colli dy enaid di?,welsh,Have you lost your soul?
Mae Tom wedi colli ei enaid e.,welsh,Tom has lost his soul.
Dwedodd hi fod awra goch gyda Mary.,welsh,She said that Mary had a red aura.
Dw i ddim yn credu bod ysbryd yma o gwbl.,welsh,I do not believe that there is a ghost here at all.
Oes ysbryd yma? Nac oes.,welsh,Is there a ghost here? No.
"Tasai digon o amser gyda fi, baswn i'n myfyrio am hanner awr bob dydd.",welsh,"If I had enough time, I would meditate for half an hour every day."
Maen nhw'n myfyrio gyda'i gilydd.,welsh,They meditate together.
Mae Tom yn myfyrio.,welsh,Tom meditates.
Oes ofergoelion yn Iwerddon?,welsh,Are there superstitions in Ireland?
Hoffwn i wybod mwy am ofergoelion yn yr ardal.,welsh,I would like to know more about superstitions in the area.
Ydyn nhw'n mwynhau darllen am hen ofergoelion?,welsh,Do they enjoy reading about old superstitions?
Sut basech chi'n egluro goleuedigaeth iddyn nhw?,welsh,How would you explain enlightenment to them?
Wyt ti'n credu mewn goleuedigaeth?,welsh,Do you believe in enlightenment?
Dydyn nhw ddim yn licio arogldarth.,welsh,They do not like incense.
Ydy Mary yn defnyddio arogldarth?,welsh,Does Mary use incense?
Maen nhw'n hoffi defnyddio arogldarth.,welsh,They like using incense.
Mae pensil Mary yn y swyddfa.,welsh,Mary's pencil is in the office.
Mae Tom yn hoffi pensil Mary.,welsh,Tom likes Mary's pencil.
Ga i fenthyg dy naddwr glas?,welsh,May I borrow your blue sharpener?
Rhaid i mi fenthyg pren mesur gan yr athro.,welsh,I have to borrow a ruler from the teacher.
Ga i fenthyg y pren mesur?,welsh,Can I borrow the ruler?
Mae'r pren mesur wedi torri.,welsh,The ruler is broken.
Dw i wedi torri rhywbeth.,welsh,I have broken something.
Wyt ti wedi torri'r pensil?,welsh,Have you broken the pencil?
Mae rwber yn eich cas pensiliau.,welsh,There is an eraser in your pencil case.
Oes cas pensiliau ar y bwrdd?,welsh,Is there a pencil case on the table?
Ydy hi wedi prynu cas pensiliau newydd?,welsh,Has she bought a new pencil case?
Mae Mary angen cas pensiliau newydd.,welsh,Mary needs a new pencil case.
Ble mae'r cwmpawd sbâr?,welsh,Where is the spare compass?
Cwmpawd pwy ydy hwn?,welsh,Whose compass is this?
Mae cwmpawd gyda Mary.,welsh,Mary has a compass.
Mae cyfrifiannell gyda Tom.,welsh,Tom has a calculator.
Pwy sy wedi colli rwber?,welsh,Who has lost an eraser?
Oes digon o arian gyda'r banciau?,welsh,Do the banks have enough money?
Mae'r dynion cyfoethog yn gweithio yn y banciau.,welsh,The rich men work in the banks.
Mae llawer o arian gyda'r banciau.,welsh,The banks have a lot of money.
Dydy Mary ddim yn hoffi talu trethi.,welsh,Mary doesn't like paying taxes.
Rhaid i fi gael cyfrif cyfrifiadur newydd.,welsh,I have to get a new computer account.
Bydd hi angen cyfrif newydd ar y system.,welsh,She will need a new account on the system.
Dyn ni'n dysgu nofio.,welsh,We're learning to swim.
Dw i wedi torri rhywbeth.,welsh,I've broken something.
"Yn bod dim ond myfyriwr, dw i ddim yn fforddio i gael fy mhriodi.",welsh,"Being only a student, I can't afford to get married."
Mae hi'n edrych bod Tom a Mary ddim yn mynd i briodi.,welsh,It looks like Tom and Mary aren't going to get married.
Ro'n Yanni yn hela'n anghyfreithlon yn y goedwig 'na.,welsh,Yanni was illegally hunting in that forest.
Dw i ddim yn yfed gwin gwyn.,welsh,I don't drink white wine.
Mae fy llaw mewn dŵr poeth.,welsh,My hand is in hot water.
Ychwanegaist siwgr i dy goffi.,welsh,You added sugar to your coffee.
Dw i'n bwyta bara a selsig.,welsh,I am eating bread and sausages.
Dyma yr fan lle Claddwyd Lewis Jones.,welsh,Here is the place where Lewis Jones is buried.
Dyma yr fan lle Claddwyd Lewis Jones.,welsh,This is where Lewis Jones is buried.
Dydy hi ddim yn rhy anodd i ddysgu Ffrangeg.,welsh,It's not too difficult to learn French.
Dw i'n gwybod nad ydy Tom yn gwybod y gwnaeth Mari hynny.,welsh,I know Tom doesn't know Mary did that.
Mae cefnogaeth yn bwysig iawn.,welsh,Support is very important.
Dw i'n meddwl bod dim byd yn bwysicach na chyfeillgarwch.,welsh,I think nothing is more important than friendship.
Dwyt ti ddim yn gwybod faint o arian sy' arnaf i.,welsh,You don't know how much money I owe.
"Pe na bai cerddoriaeth, byddai'r byd yn lle diflas.",welsh,"If it weren't for music, the world would be a boring place."
Oes rhaid i Tom aros ym Moston trwy'r wythnos?,welsh,Does Tom have to stay in Boston all week?
Cafodd Yanni berthynas gyfrinachol efo Skura.,welsh,Yanni had a secret relationship with Skura.
Paid ag anghofio hynny.,welsh,Don't forget that.
Na anghofier hynny.,welsh,Don't forget that.
Dyna ddywedodd fy mam wrtha' i.,welsh,That's what my mom told me.
Saif ei fila ar y bryn.,welsh,Her villa sits on the hill.
Dyma'r dyn eira mwyaf hyll 'dw i erioed wedi'i weld!,welsh,This is the ugliest snowman I've ever seen!
Peintiodd ei feic yn las.,welsh,He painted his bicycle blue.
Caniataodd Tom i Mair yrru'i gar.,welsh,Tom allowed Mary to drive his car.
Wneith o ddim ateb.,welsh,He won't answer.
Addawodd Tom i fynd i Awstralia gyda Mair.,welsh,Tom promised to go to Australia with Mary.
Dw i o hyd yn clywed pethau da am Tom.,welsh,I keep hearing good things about Tom.
"Rwyt ti'n gwybod sut i yrru, 'dwyt?",welsh,"You know how to drive, don't you?"
Gofynnais iddynt arwyddo'r papurau.,welsh,I asked them to sign the papers.
Dywedodd Tom nad oedd yn poeni am hynny.,welsh,Tom said he wasn't worried about that.
"Hei, ti!",welsh,"Hey, you!"
Dyletswydd ar bawb yw dilyn y gyfraith.,welsh,To obey the law is everyone's duty.
Dw i ddim eisiau gwybod pam nad wyt ti'n fy hoffi.,welsh,I don't want to know why you don't like me.
Sylweddolais ar bâr ffres o ôl-troed yn yr eira.,welsh,I noticed a new set of footprints in the snow.
Do'n i methu gwneud dim ar y pryd.,welsh,I couldn't do anything at that time.
Ddylai Tom ddim wedi cael ei anfon i'r carchar.,welsh,Tom should've been sent to prison.
Ro'n i'n meddwl byddai'r coleg yn lle mwy diddorol.,welsh,I thought college would be a more interesting place.
Newidiodd Sami ddim byd.,welsh,Sami didn't change anything.
Mae Mair a Tom yn byw gyda'i gilydd.,welsh,Mary and Tom live together.
Gallwch siarad Rwsieg a Tsieinëeg ill dwy.,welsh,You can speak both Russian and Chinese.
Mae wyth morwr ar ddeugain ar y llong.,welsh,Forty-eight sailors are on the ship.
"Byddai modd i ddyn na aeth i'r ysgol ddwyn o drên nwyddau, ond pe bai addysg brifysgol ganndo, byddai modd iddo ddwyn y rheilffordd i gyd.",welsh,"A man who has never gone to school may steal from a freight car, but if he has a university education, he may steal the whole railroad."
Mae'n ddrwg gennyf os y'th frifais.,welsh,I'm sorry if I hurt you.
"Wrth i ti yrru, dylet ganolbwyntio ar y ffordd.",welsh,"While you drive, you should focus on the road."
"Roedd Tom yn hyderus, hefyd.",welsh,"Tom was confident, too."
Rwyt ti'n gwybod nad ydw i'n dda iawn yn canu.,welsh,You know that I can't sing very well.
Mae Tom yn well ar y piano na fi.,welsh,Tom is better at the piano than I am.
Cafodd Tom ei anafu mewn damwain draffig.,welsh,Tom got hurt in a traffic accident.
Dw i'n gweld bod gen ti dy gitâr efo ti. Wyt ti'n bwriadu chwarae rhywbeth i ni?,welsh,I see you have your guitar with you. Are you planning on playing something for us?
Dywedodd Tom wrth y detectif heddlu nad oedd yn adnabod y dyn yn y llun.,welsh,Tom told the police detective that he didn't recognize the man in the photo.
Mae'r bachgen yn dal i gysgu.,welsh,The boy is still sleeping.
Mae'r arholiad yn anodd.,welsh,The exam is difficult.
Mae'r arholiad yn rhwydd.,welsh,The exam is easy.
Mae Tom yn eirafyrddiwr da iawn.,welsh,Tom is a really good snowboarder.
Mae'r ddinas hon i'r gorllewin o Lundain.,welsh,This city is west of London.
Dw i ddim yn hoffi bwyta tomatos.,welsh,I don't like eating tomatoes.
Dw i'n hoffi albwmin.,welsh,I like egg whites.
Dw i'n hoffi'r oriawr hon.,welsh,I like this watch.
Wyt ti'n gweithio fel trydanwr?,welsh,Do you work as an electrician?
Dw i'n yfed gwin poeth.,welsh,I am drinking hot wine.
Ffrind Tom dw i.,welsh,I'm Tom's friend.
Dw i'n hoffi dy gynffon.,welsh,I like your tail.
Mae Mary yn dweud bod hi eisiau ennill.,welsh,Mary says she wants to win.
Rhaid i chi orffen hyn erbyn 2:30.,welsh,You have to finish this by 2:30.
Maen nhw'n byw yn Baghdad.,welsh,They live in Baghdad.
Iaith Affricanaidd ydy Berber.,welsh,Berber is an African language.
Gaeth bag Sami ei atafaelu gan yr heddlu.,welsh,Sami's bag was seized by police.
Dw i'n coginio'n dda.,welsh,I cook well.
Roedd Tom yn awyddus i weld Mary.,welsh,Tom was eager to see Mary.
Wnaethon ni'r rhain ar ben ein hun.,welsh,We made these ourselves.
Dydy o ddim yn cofio ei gyfrinair.,welsh,He doesn't remember his password.
Wyt ti'n dal i astudio ar ôl cinio?,welsh,Do you still study after dinner?
Mae Sami a Layla yn gorwedd draw fan 'na.,welsh,Sami and Layla are both lying over there.
Clywodd Tom ei rieni yn dadlau.,welsh,Tom heard his parents arguing.
Wnest ti dalu am y llyfr?,welsh,Did you pay for the book?
Wnaeth o ddreifio adre i Algiers.,welsh,He drove back home to Algiers.
Mae gen i alergedd i wyau.,welsh,She's allergic to eggs.
Ti angen cwsg.,welsh,You need sleep.
Oes rhaid i ti wneud hynny hefyd?,welsh,"Do you have to do that, too?"
Dw i'n bwriadu symud i Boston.,welsh,I intend to move to Boston.
Mae gan Tom a Mary fab.,welsh,Tom and Mary have a son.
Bendigedig!,welsh,Wonderful!
Yn union!,welsh,Precisely!
Beth bynnag!,welsh,Whatever!
Fe ddysgon ni'r ffyrnigrwydd oddi wrthoch chi.,welsh,We learned violence from you.
Dw i ddim yn bwyta cig.,welsh,I don't eat meat.
Mae tad Sami yn dod o'r Aifft.,welsh,Sami's dad is from Egypt.
Dw i'n dy hoffi di.,welsh,I like you.
Dych chi'n hoffi cerddoriaeth?,welsh,Do you like music?
Wyt ti'n hoffi cerddoriaeth?,welsh,Do you like music?
Rhaid i mi wneud fy ngwaith cartref i cyn amser te.,welsh,I've got to do my homework before teatime.
Dych chi wedi cael ateb?,welsh,Have you had a reply?
Wyt ti wedi cael ateb?,welsh,Have you had a reply?
Dw i'n gwybod bod Tom yn anghwrtais.,welsh,I know Tom was rude.
Nid yw Tom yn gwylio ffilmiau rhyfel.,welsh,Tom doesn't watch war movies.
Dydy Tom ddim yn gwylio ffilmiau rhyfel.,welsh,Tom doesn't watch war movies.
Mae hi'n ysgrifennu erthygl ar bapur newydd yr ysgol.,welsh,She's writing an article for the school newspaper.
Dy gymydog di ydw i.,welsh,I'm your neighbour.
Mae ein gwin ar ben.,welsh,We're out of wine.
Mae fy nhad i'n athro Saesneg.,welsh,My father is an English language teacher.
"Nawr, dw i'n byw yma.",welsh,Now I live here.
Dw i'n caru'r glaw.,welsh,I love the rain.
Mae Tom yn gallu siarad Ffrangeg.,welsh,Tom can speak French.
Mae hi eisiau dŵr.,welsh,She wants water.
Ceisiaf.,welsh,I'll try.
Mae e bob amser yn hwyr.,welsh,He's always late.
Does dim bysellfwrdd Twrceg gyda fi.,welsh,I don't have a Turkish keyboard.
Beth sy'n digwydd yn y byd?,welsh,What's going on in the world?
Mae hwn yn argyfwng.,welsh,This is an emergency.
Pryna' i'r llyfr hwn.,welsh,I'll buy this book.
Dydw i ddim eisiau prynu'r carped hwn.,welsh,I don't want to buy this carpet.
Dydw i ddim yn hoffi pocer yn fawr.,welsh,I don't like poker very much.
Ydy llenyddiaeth yn wahanol i farddoniaeth?,welsh,Is literature different from poetry?
Wyt ti erioed wedi ymweld â gwlad dramor?,welsh,Have you ever visited a foreign country?
Dych chi erioed wedi ymweld â gwlad dramor?,welsh,Have you ever visited a foreign country?
Beth wyt ti eisiau astudio yn y brifysgol?,welsh,What do you want to study at college?
Bydd y llyfr hwn yn trawsnewid eich bywyd.,welsh,This book will transform your life.
Does dim rhaid i chi aros yn yr ysbyty.,welsh,You don't have to stay in the hospital.
Mae Tom wedi gwneud awgrym da.,welsh,Tom made a good suggestion.
Mae ganddi obsesiwn â llyfrau.,welsh,She's obsessed with books.
Rhaid i fi fwyta.,welsh,I have to eat.
Croeso!,welsh,Welcome!
Croeso!,welsh,You're welcome!
"Diolch. ""Croeso.""",welsh,"Thanks. ""You're welcome."""
"Sut wyt ti, Tom?",welsh,"How are you, Tom?"
Riga yw prifddinas Latfia.,welsh,Riga is the capital of Latvia.
Croeso!,welsh,You are welcome!
Bore da.,welsh,Good morning.
Prynhawn da!,welsh,Good afternoon!
Prynhawn da.,welsh,Good afternoon.
Noswaith dda.,welsh,Good evening.
Ydych chi'n siarad Cymraeg?,welsh,Do you speak Welsh?
‘Dych chi’n siarad Cymraeg?,welsh,Do you speak Welsh?
Ydych chi'n dysgu Cymraeg?,welsh,Are you learning Welsh?
Pam ydych chi'n dysgu Cymraeg?,welsh,Why are you learning Welsh?
Wyt ti’n dysgu Cymraeg?,welsh,Are you learning Welsh?
Pam wyt ti'n dysgu Cymraeg?,welsh,Why are you learning Welsh?
Dw i'n byw yn Lloegr.,welsh,I live in England.
Mae Tom yn byw yn Lloegr.,welsh,Tom lives in England.
Caerdydd yw prifddinas Cymru.,welsh,Cardiff is the capital of Wales.
Dw i'n byw yng Nghaerdydd.,welsh,I live in Cardiff.
Dw i'n byw yng Nghasnewydd.,welsh,I live in Newport.
Hwyl am nawr.,welsh,Bye for now.
Ble dych chi'n byw?,welsh,Where do you live?
Ble wyt ti'n byw?,welsh,Where do you live?
Ble mae e'n byw?,welsh,Where does he live?
Ble mae hi'n byw?,welsh,Where does she live?
Ble mae Tom yn byw?,welsh,Where does Tom live?
Ble mae’r tŷ bach?,welsh,Where's the toilet?
Ble mae’r tŷ bach?,welsh,Where is the toilet?
Ble mae’r tŷ bach?,welsh,Where's the loo?
Siaradwch yn arafach os gwelwch yn dda.,welsh,"Speak more slowly, please."
"Iawn, diolch. A chithau?",welsh,"Good, thank you. And you?"
"Iawn, diolch. A tithau?",welsh,"Good, thank you. And you?"
Un o ble dych chi?,welsh,Where are you from?
Un o ble wyt ti?,welsh,Where are you from?
Rydw i'n wedi blino iawn.,welsh,I am very tired.
Helô!,welsh,Hello!
Helô.,welsh,Hello.
Bwrw hen wragedd â ffyn.,welsh,It's raining cats and dogs.
Pob lwc.,welsh,Good luck.
Diolch yn fawr!,welsh,Thank you very much!
Diolch yn fawr.,welsh,Thank you very much.
Dim brys.,welsh,There's no rush.
Dim brys.,welsh,There is no rush.
Penblwydd Hapus!,welsh,Happy Birthday!
Welai chi wedyn!,welsh,See you later!
Welai di wedyn!,welsh,See you later!
Welai di wedyn.,welsh,See you later.
Welai chi wedyn.,welsh,See you later.
Dw i ddim yn siarad Cymraeg.,welsh,I don't speak Welsh.
Beth ydy dy enw di?,welsh,What's your name?
Beth ydy'ch enw chi?,welsh,What's your name?
Beth ydy dy enw di?,welsh,What is your name?
Beth ydy'ch enw chi?,welsh,What is your name?
Mwynhewch eich bwyd.,welsh,Bon appetit.
Dw i ddim yn gwybod.,welsh,I don't know.
Wn i ddim.,welsh,I don't know.
Dw i'n deall.,welsh,I understand.
Dw i'n deall!,welsh,I understand!
Blwyddyn Newydd Dda!,welsh,Happy New Year!
Blwyddyn newydd dda.,welsh,Happy new year.
Hwyl!,welsh,Goodbye!
"Wnewch chi ail adrodd yn fwy araf, os gwelwch yn dda?",welsh,Can you please repeat that slowly?
"Wnei di ail adrodd yn fwy araf, os gwelwch yn dda?",welsh,Can you please repeat that slowly?
Wnei di ail adrodd yn fwy araf plîs?,welsh,Can you please repeat that slowly?
Dyw fy chwaer ddim yn gweithio ar hyn o bryd.,welsh,My sister isn't working at the moment.
Beth fyddwch chi'n wneud penwythnos nesa?,welsh,What will you be doing next weekend?
Dw i byth yn gyrru i siop y gornel.,welsh,I never drive to the corner shop.
Dw i erioed wedi chwarae criced.,welsh,I have never played cricket.
Faswn i byth yn dringo Mynydd Etna.,welsh,I would never climb Mount Etna.
Dw i'n meddwl ei fod e'n gymhleth.,welsh,I think that it is complicated.
Dw i'n meddwl bod y ffilm yn ddifyr.,welsh,I think that the film is entertaining.
Mae S4C yn dweud bydd hi'n wlyb yfory.,welsh,S4C says it will be wet tomorrow.
Efallai basech chi'n hoffi dod hefyd.,welsh,"Perhaps you would like to come, too."
Dwi’n siarad dim ond tipyn bach o Cymraeg.,welsh,I only speak a little bit of Welsh.
Dwi’n siarad dim ond tipyn bach o Saesneg.,welsh,I only speak a little bit of English.
Dwi'n llyseuwr.,welsh,I'm vegetarian.
Dwi'n llyseuwraig.,welsh,I'm vegetarian.
Dwi'n llyseuwr.,welsh,I am vegetarian.
Dwi'n llyseuwr.,welsh,I am a vegetarian.
Dwi'n llyseuwr.,welsh,I'm a vegetarian.
Dwi'n llyseuwraig.,welsh,I am vegetarian.
Dwi'n llyseuwraig.,welsh,I am a vegetarian.
Dwi'n llyseuwraig.,welsh,I'm a vegetarian.
Mwynhewch eich bwyd.,welsh,Enjoy your food.
Mae hi'n un o'r gloch.,welsh,It's one o'clock.
Mae hi'n dri o'r gloch.,welsh,It's three o'clock.
Ble mae'r ffordd allan?,welsh,Where is the exit?
Ble mae'r ffordd allan?,welsh,Where's the exit?
Beth ydy hwn?,welsh,What's this?
Hoffwn i gael peint o Guinness.,welsh,I'd like to have a pint of Guinness.
Ydych chi'n hoffi bwyd yr Eidal?,welsh,Do you like Italian food?
Gweithiwr dw i.,welsh,I am a worker.
