dialogue,classification,translation
U Tom u lah da pynlut baroh ka pisa ba nga ai ia u.,khasi,Tom has already spent all the money that I gave him.
Ki bun kum kito ha Switzerland.,khasi,They have a lot of them in Switzerland.
Kane kadei kaba donkam bha.,khasi,This is extremely important.
Kane ka dei kaba donkam palat.,khasi,This is extremely important.
Kane ka dei kaba donkam shibun.,khasi,This is extremely important.
Une dei ba pyut?,khasi,Is this biodegradable?
Kane dei ba pyut?,khasi,Is this biodegradable?
Kaei kaba ju dei ka nongbah jong ka Portugal?,khasi,What was the first capital of Portugal?
U Tom un sa don hangne bad nga.,khasi,Tom will be here with me.
Ki ong ba kin sa leh maki.,khasi,They said that they would do it.
Ki ong ba kin leh maki.,khasi,They said that they would do it.
"Ki isih tang ia ki nongwei, nga pat nga isih ia baroh.",khasi,"They only hate foreigners, while I hate everybody."
"Ki isih tang ia ki nongwei, nga pat nga isih kat ia ba don.",khasi,"They only hate foreigners, while I hate everybody."
U Tom u ong ba ka Mary kam kmen.,khasi,Tom said Mary wasn't happy.
U Tom u khlem lah kumno ban plie ia ka synduk.,khasi,Tom wasn't able to figure out how to get the box open.
U Tom um ju iaid sha skul bad kiwei kiwei ki khynnah.,khasi,Tom doesn't walk to school with the other kids.
U Tom u khlem ialam ia ki khynnah sha skul mynta ka sngi.,khasi,Tom didn't take the kids to school today.
Ki ia wad ia u Tom ha Australia.,khasi,They're looking for Tom in Australia.
Ki ia wad ia u Tom sha Australia.,khasi,They're looking for Tom in Australia.
Ki dang ia wad ia u Tom ha Australia.,khasi,They're looking for Tom in Australia.
Ki dang ia wad ia u Tom sha Australia.,khasi,They're looking for Tom in Australia.
Balei me sangeh pule French?,khasi,Why did you stop studying French?
U Tom u khangkut ialade ha kamra bad u khang lut ki jingkhangïit.,khasi,Tom locked himself in his room and closed all the windows.
U Tom u khap shñiuh hi.,khasi,Tom cuts his own hair.
U Tom u khap hi ia u shñiuh jong lajong.,khasi,Tom cuts his own hair.
U Tom u khap hi ia u shñiuh.,khasi,Tom cut his own hair.
Mano ba shet?,khasi,Who cooked?
U dei u Tom uba shet ja step.,khasi,Tom was the one who cooked breakfast.
U dei u Tom uba shet.,khasi,Tom was the one who cooked.
U Tom u shet.,khasi,Tom cooked.
Ki shympriah kti u Tom ki long kum jong kynthei.,khasi,Tom's fingers are like a woman's.
U shñiuh u Tom u jrong ban ia jong kynthei.,khasi,Tom's hair is longer than a woman's.
U shñiuh jong u Tom u kham jrong ban ia jong kynthei.,khasi,Tom's hair is longer than a woman's.
Phi hap ban mih noh shwa ban wan u lok jong nga.,khasi,You must leave before my husband comes back.
Ki kam ki jam kim da iaid bha re kumba nga mut.,khasi,Things aren't going as well as I expected.
Ka kham shit ban ia barabor mynta ka miet.,khasi,It's hotter than usual tonight.
U Tom u kham ngeit biej ban ia ka Mary.,khasi,Tom is more gullible than Mary is.
Nga tip ba u Tom un ym leh kato na ka bynta jong ngi.,khasi,I knew Tom wouldn't do that for us.
Nga tip ba u Tom un nym leh kato na bynta jong ngi.,khasi,I knew Tom wouldn't do that for us.
U pynioh ianga ka kam ba biang.,khasi,He found me a good job.
Khublei ba phi pyniarap lem.,khasi,Thank you for volunteering.
"Ki khot ""Zhongguo"" ia ka China ha ka ktien Chinese.",khasi,"China is called ""Zhongguo"" in Chinese."
"Ia ka China ki khot ""Zhongguo"" ha ka ktien Chinese.",khasi,"China is called ""Zhongguo"" in Chinese."
Nga mut ba phim dei ban iarap ia u Tom.,khasi,I thought that you weren't supposed to be helping Tom.
Nga pyrkhat ba phim dei ban iarap ia u Tom.,khasi,I thought that you weren't supposed to be helping Tom.
Nga tip ba u Tom um ithuh iano-iano ba leh ia kata.,khasi,I know that Tom doesn't know anyone who does that.
Nga tip ba u Tom um ithuh iano-iano ba leh ia kato.,khasi,I know that Tom doesn't know anyone who does that.
U Tom u la phla ba u la pynpait ia ka jingkhangït.,khasi,Tom confessed that he had broken the window.
U Tom u la phla ba u la pynpra ia ka jingkhangït.,khasi,Tom confessed that he had broken the window.
Utai u briew u tuh ia ka pla jong nga.,khasi,That man stole my purse.
Utei u briew u tuh ia ka pla jong nga.,khasi,That man stole my purse.
Uto u briew u tuh ia ka pla jong nga.,khasi,That man stole my purse.
Uta u briew u tuh ia ka pla jong nga.,khasi,That man stole my purse.
Ka Mary ka ong ba ki kmie ki kpa jong ka ki ai mon iaka.,khasi,Mary said her parents let her do what she wants to do.
Ka Mary ka ong ba ki kmie ki kpa jong ka ki ai lad iaka ba kan leh katba ka mon.,khasi,Mary said her parents let her do what she wants to do.
U Tom um thikna ba ka Mary ka tip ba ka hap leh ia kato.,khasi,Tom isn't sure that Mary knows she has to do that.
Wat kynnoh iaki.,khasi,Don't blame them.
Nai kynnoh iaki.,khasi,Don't blame them.
U Tom u kwah long ba nyngkong ban hiar na bus.,khasi,Tom wanted to be the first one to get off the bus.
Pyllait ia u tyllai.,khasi,Let go of the rope.
U Sami udei uba pyniap.,khasi,Sami was the killer.
Katno miles na Boston sha Chicago?,khasi,How many miles is it from Boston to Chicago?
"Ha ka jingshisha, phim don hangne.",khasi,"In reality, you're not here."
"Ha ka jingshisha, mem don hangne.",khasi,"In reality, you're not here."
"Ha ka jingshisha, pham don hangne.",khasi,"In reality, you're not here."
Ka Mary ka shong syndah ia u Tom.,khasi,Mary sat next to Tom.
Ka Mary ka shong hajan u Tom.,khasi,Mary sat next to Tom.
Ka Mary ka shong ha syndah u Tom.,khasi,Mary sat next to Tom.
Ka Mary ka shong ha syndah jong u Tom.,khasi,Mary sat next to Tom.
U dei ma u thikna.,khasi,It's definitely him.
U dei thikna ma u.,khasi,It's definitely him.
U Tom u leit trei da ka cycle.,khasi,Tom bikes to work.
U Tom u leit sha jingtrei da ka cycle.,khasi,Tom bikes to work.
Nga shu ong ia kaei kaba u Tom u ong ianga ban ong.,khasi,I just say what Tom tells me to say.
Nga shu ong ia kaei kaba u Tom u ong hanga ban ong.,khasi,I just say what Tom tells me to say.
Nga shu ong katba u Tom u phah ianga ban ong.,khasi,I just say what Tom tells me to say.
Ngam sngewtynnad ban iakren bad ki nongwei.,khasi,I don't like talking with strangers.
U Tom u ong ba ma u ruh u kwah leh ia kato.,khasi,Tom says he wants to do that as well.
Nga kyrmen ba u Tom un nym ñiah ia ka kali.,khasi,I hope that Tom isn't going to be the one who does the driving.
Donbok ba u Tom un nym dei u ban ñiah ia ka kali.,khasi,I hope that Tom isn't going to be the one who does the driving.
Balei ki giraffe kim lah ban rwai?,khasi,Why can't giraffes sing?
Nga lah dei ban bam ja step.,khasi,I should have eaten breakfast.
To u Blei un iada iaphi.,khasi,God protect you.
To u Blei un sumar iaphi.,khasi,God protect you.
Nga bam ruti khlem mluh.,khasi,I eat bread without salt.
"Waw ko Blei, huri-hura laki-laka.",khasi,"Oh my god, it's complete chaos!"
Nga lah dei ban iathuh ia u Tom balei nga slem.,khasi,I should've told Tom why I was late.
U kylli ianga ka jingkylli.,khasi,He asked me a question.
U kylli ianga kawei ka jingkylli.,khasi,He asked me a question.
U kylli jingkylli ianga.,khasi,He asked me a question.
Ngi lah poi bunsien sha Australia.,khasi,We've been to Australia many times.
Ngi lah poi sha Australia bunsien.,khasi,We've been to Australia many times.
Ka khlem ktah tang ianga.,khasi,It didn't just affect me.
U Tom bad Ka Mary ki i kumba ki syaid.,khasi,Tom and Mary looked like they were warm.
Nga pdiang sngewbha iaphi.,khasi,I bid you welcome.
Kane kadei ka sngi laitluid ba khatduh jong u Sami,khasi,This is Sami's last day of freedom.
Me thok.,khasi,You're dishonest.
Phi thok.,khasi,You're dishonest.
Pha thok.,khasi,You're dishonest.
Pha sla.,khasi,You're dishonest.
Me sla.,khasi,You're dishonest.
Phi sla.,khasi,You're dishonest.
Nga kham sngewtynnad ia ka ïing ba thymmai ban ia kaba rim.,khasi,I like the new house more than the old.
Phi thikna ka biang ban dih ia kane ka um?,khasi,Are you sure that it's OK to drink this water?
Me thikna ka biang ban dih ia kane ka um?,khasi,Are you sure that it's OK to drink this water?
Pha thikna ka biang ban dih ia kane ka um?,khasi,Are you sure that it's OK to drink this water?
Nga lah jah ia ka briefcase.,khasi,I've lost my briefcase.
Nga lah pynjah ia ka briefcase.,khasi,I've lost my briefcase.
Dei tang ka jingruma.,khasi,It was only a bad dream.
U Tom u len ba ka jia.,khasi,Tom denied that happened.
Phi tip mano ba iehnoh ia kato ka synduk hangto?,khasi,Do you know who left that box there?
Ki don bun na ngi kiba pyrshah ia ka.,khasi,There were many of us who opposed that.
Ki don bun na ngi kiba pyrshah ia kata.,khasi,There were many of us who opposed that.
Ki don bun na ngi kiba pyrshah ia kato.,khasi,There were many of us who opposed that.
Nga artatien ba ngan lah ban jngi sha shiliang kane ka wah.,khasi,I doubt that I could swim across this river.
Ngam tharai ba u Tom u leh ia kato khlem kano-kano ka jingiarap.,khasi,I didn't really think Tom did that without any help.
Long phin ap khyndiat?,khasi,Can I have a minute?
Ka long kumno kumto kato ka jingrwai?,khasi,How does that song go?
Ngi hap ban leh katba ngi dang lah ban leh.,khasi,We need to do that while we still can.
U ong ba ka rai ka dei jong ka.,khasi,He said that the decision was hers.
Ka hap ha ka wah.,khasi,She fell into the river.
I hap ha ka wah.,khasi,She fell into the river.
Ngam ngeit ba kin ia leh kumta.,khasi,I don't believe they would do that.
Ngam ngeit ba kin leh ia kata.,khasi,I don't believe they would do that.
Phi hap ban ai lad ia u Tom ba un jop.,khasi,You should let Tom win.
Me hap ban ai lad ia u Tom ba un Jop.,khasi,You should let Tom win.
Um pat ju iohsngew shaphang ka Islam.,khasi,He has never heard about Islam.
U Tom u tip ba u dei ban leh mynnin.,khasi,Tom knew he was supposed to do that yesterday.
U Tom u tip ba u dei ban leh ia kato mynnin.,khasi,Tom knew he was supposed to do that yesterday.
U Tom u tip ba u dei ban leh ia kata mynnin.,khasi,Tom knew he was supposed to do that yesterday.
Ngan leit on iaphi sha ïing.,khasi,I'm going to drive you home.
Ngim donkam ban pynsepei pisa ha ki tiar ba ngim donkam.,khasi,We don't need to waste money on things we don't need.
Ngim donkam ban pynlehnohei pisa ha ki tiar kiba ngim donkam.,khasi,We don't need to waste money on things we don't need.
Ngam don pisa eiei bad ngam shem lah ban thied jingbam eiei.,khasi,I didn't have any money and couldn't buy any food.
Dei shisha me dait ia u Tom?,khasi,Is it true you bit Tom?
Dei shisha phi dait ia u Tom?,khasi,Is it true you bit Tom?
Dei shisha pha dait ia u Tom?,khasi,Is it true you bit Tom?
Katno ngut ki nongpang phi shait peit man ka taïew?,khasi,How many patients do you see in a week?
U Tom um shem lah ban leit sha Boston bad ngi namar ba um shem dap pisa.,khasi,Tom couldn't go to Boston with us because he didn't have enough money.
Long phin ai por ianga khyndiat?,khasi,Can you give me some time?
Ka i kmen bha.,khasi,She looks very happy.
I i kmen bha.,khasi,She looks very happy.
Ka pher hangne.,khasi,It's different here.
Ngam sah slem re ha Australia.,khasi,I won't be staying in Australia very long.
Nga isih ia ki voice message.,khasi,I hate voice messages.
Kam khyllah re.,khasi,It's not weird.
Kam kynsha re.,khasi,It's not weird.
Kam long kynsha re.,khasi,It's not weird.
Kam long khyllah re.,khasi,It's not weird.
U Tom um bna eiei ba ka Mary ka mut sah sha Australia sa lai sngi.,khasi,Tom had no idea that Mary was planning to stay in Australia for three more days.
Kloi!,khasi,Hurry!
Wut!,khasi,Hurry!
Kloi wut!,khasi,Hurry!
Dabaw!,khasi,Hurry!
Pynstet!,khasi,Hurry!
Shisha?,khasi,Seriously?
Jaijai.,khasi,Relax.
Sangeh!,khasi,Freeze!
Wat khih!,khasi,Freeze!
Rkhie.,khasi,Smile.
Rymmuiñ.,khasi,Smile.
Siat!,khasi,Shoot!
Thiah suk.,khasi,Goodnight.
Rieh.,khasi,Hide.
Shong.,khasi,Stay.
Sah.,khasi,Stay.
Ym don ba wan.,khasi,Nobody came.
Krismas basuk.,khasi,Merry Christmas!
Slem palat.,khasi,Too late.
Ki ia mai.,khasi,They quarreled.
Ki ia tim.,khasi,They quarreled.
Ki ia nia.,khasi,They quarreled.
Nai thnum.,khasi,Stop grumbling.
Ai dohkha.,khasi,"Fish, please."
Ai dohmasi.,khasi,"Beef, please."
Sngewbha kloi.,khasi,Please hurry.
Sngewbha pynstet.,khasi,Please hurry.
Phi la pyrshang.,khasi,You tried.
Da sumar bha.,khasi,Take care.
Lah biang.,khasi,Never mind!
Sngewbha jaijai.,khasi,Please relax.
Sngap bha.,khasi,Listen carefully.
Thiahsuk!,khasi,Sweet dreams!
Iaid suki.,khasi,Walk slowly.
Trei suki.,khasi,Work slowly.
Ñiah suki.,khasi,Drive slowly.
"Kham jam, seh.",khasi,"Louder, please."
"Kham jam, sngewbha.",khasi,"Louder, please."
"Kham eh, seh.",khasi,"Louder, please."
"Kham eh, sngewbha.",khasi,"Louder, please."
Balei?,khasi,Why not?
Kaei?,khasi,Pardon me?
Aiu?,khasi,Pardon me?
Pyrshang biang.,khasi,Try again.
Kren eh.,khasi,Speak up!
Katno jingjylliew?,khasi,How deep?
Wan shane.,khasi,Come here.
Wan hangne.,khasi,Come here.
Ale shane.,khasi,Come here.
Ale hangne.,khasi,Come here.
To khyndiat.,khasi,Step aside.
Dep shato.,khasi,Who cares?
Mat dep.,khasi,Who cares?
Mat dep shato.,khasi,Who cares?
Pule tyngeh.,khasi,Study hard.
Minot tyngeh.,khasi,Study hard.
Wan lang.,khasi,Come along.
Ale lang.,khasi,Come along.
Kynthei shwa.,khasi,Ladies first.
Ia bam.,khasi,Help yourself.
Tom!,khasi,"Hello, Tom."
Phi khot?,khasi,You called?
Donbok!,khasi,Good luck.
Peit shadien!,khasi,Look back!
Phai shadien!,khasi,Look back!
Shuh!,khasi,Get away!
Katba me mon.,khasi,Suit yourself.
Katba phi mon.,khasi,Suit yourself.
Katba pha mon.,khasi,Suit yourself.
Ngi pyrshang.,khasi,We try.
Bud ianga.,khasi,Follow me.
Jubab ianga.,khasi,Answer me.
Nga rkhie.,khasi,I laughed.
Ka ïam.,khasi,She cried.
Ka iaid.,khasi,She walks.
I ïam.,khasi,She cried.
I iaid.,khasi,She walks.
Nga tip.,khasi,I know.
Tip.,khasi,Beats me.
Nga ruh.,khasi,"Me, too."
Ka dieng ka ing.,khasi,Wood burns.
Khie!,khasi,Wake up!
Khie joit!,khasi,Wake up!
Khie noh!,khasi,Wake up!
Ki rngai ki don.,khasi,Ghosts exist.
Sngewbha wan.,khasi,Please come.
Wan seh.,khasi,Please come.
"Ei, jaijai.",khasi,"Hey, relax."
Rung.,khasi,Come in.
Wan shapoh.,khasi,Come in.
Rung shapoh.,khasi,Come in.
Jia aiu?,khasi,What happened?
Ym leilei.,khasi,No problem!
Wan sha ïing.,khasi,Come home.
U Blei u don.,khasi,God exists.
Nga sngewthuh.,khasi,I understand.
Bud ia u.,khasi,Follow him.
Kren shai.,khasi,Speak clearly.
Kren bha.,khasi,Speak clearly.
Jaijai.,khasi,Calm down.
Baroh ki iap.,khasi,Everyone dies.
Nga mynjur.,khasi,I agree.
Nga klet.,khasi,I forgot.
Ka por ka iaid stet.,khasi,Time flew.
Kem ia u.,khasi,Catch him.
Bat ia u.,khasi,Catch him.
Sngikha bakmen!,khasi,Happy birthday!
Sngapjar!,khasi,Shut up!
Wat balaiñ!,khasi,Shut up!
Nai balaiñ!,khasi,Shut up!
Balaiñ!,khasi,Shut up!
Ap hangto.,khasi,Stay there.
Shong hangto.,khasi,Stay there.
Phai shadien.,khasi,Turn around.
Phai sha kadiang.,khasi,Turn left.
Phai sha kamon.,khasi,Turn right.
Ñiah bha.,khasi,Drive safely.
Shait long.,khasi,Stuff happens.
Shait long kumto.,khasi,Stuff happens.
Maphi shwa.,khasi,After you.
Sngewbha mih.,khasi,Please leave.
Wan wut.,khasi,Come quickly.
Ale wut.,khasi,Come quickly.
Doh ianga.,khasi,Kiss me.
Ngi mynjur.,khasi,We agree.
Wat leh kumto!,khasi,Stop that!
U mareh.,khasi,He ran.
Phi mareh.,khasi,You run.
U mareh.,khasi,He runs.
Ka mih ka tdem.,khasi,Smoke appeared.
Ka paw ka tdem.,khasi,Smoke appeared.
Jaijai.,khasi,Stay calm.
U wan.,khasi,He came.
U lah wan.,khasi,He came.
Shatai.,khasi,Get lost.
"Mei, thiahsuk.",khasi,"Goodnight, Mother."
Iaid jarjar.,khasi,Move quietly.
Khie joit.,khasi,Get up.
Ïeng joit.,khasi,Get up.
Jarjar.,khasi,Quiet down.
Soi hangne.,khasi,Sign here.
U Tom u lah khur.,khasi,Tom shaved.
U Tom u kohnguh.,khasi,Tom nodded.
Ym don ba iap.,khasi,Nobody died.
Shadien.,khasi,Step back.
Shong.,khasi,Sit down.
Call ianga.,khasi,Call me.
Shadien.,khasi,Back off.
Ngi tip.,khasi,We know.
Ni wit!,khasi,How annoying!
Wit!,khasi,How annoying!
Nga trei.,khasi,I work.
Pynkhreh ialade.,khasi,Prepare yourself.
Oh kumta?,khasi,No kidding?
Ki jop.,khasi,They won.
Ïai pyrshang.,khasi,Keep trying.
Peit hangto.,khasi,Look there.
Peit shato.,khasi,Look there.
Peit shatai.,khasi,Look there.
Peit hangtai.,khasi,Look there.
Peit hangtei.,khasi,Look there.
Peit shatei.,khasi,Look there.
Baroh ki rkhie.,khasi,Everyone laughed.
Wat pynthut.,khasi,Stop meddling.
Wat pyndik.,khasi,Stop meddling.
Sangeh ka pule.,khasi,Stop reading.
Lahbiang ka pule.,khasi,Stop reading.
Da kynmaw.,khasi,Remember it.
Rai maphi.,khasi,You decide.
Rai phi.,khasi,You decide.
Ong maphi.,khasi,You decide.
Ong phi.,khasi,You decide.
Nga rem.,khasi,I lost.
Dem!,khasi,Stay down!
Nguh!,khasi,Stay down!
Wat ring.,khasi,Stop filming.
Nai ring.,khasi,Stop filming.
Ïai pule.,khasi,Keep reading.
Thiah beit.,khasi,Lie still.
Thiah khop.,khasi,Lie still.
Wan shabar.,khasi,Come outside.
Ka dieng ka per.,khasi,Wood floats.
Ngi sngewthuh.,khasi,We understand.
Wat hylla!,khasi,Stop yelling!
Jingbhabriew!,khasi,How beautiful!
Jingsngewtynnad!,khasi,How lovely!
Jingitynnad!,khasi,How lovely!
Buh.,khasi,Keep it.
Shim.,khasi,Take it.
Iathuh ianga.,khasi,Tell me.
Jingsngewtynnad!,khasi,How nice!
Kylli ia u Tom.,khasi,Ask Tom.
Kylli na u Tom.,khasi,Ask Tom.
Ïeng khop.,khasi,Be still.
Shong khop.,khasi,Be still.
Nguh.,khasi,Get down.
Iehnoh.,khasi,Leave it.
Iehnoh ianga.,khasi,Leave me.
U Tom u shu pynshrai.,khasi,Tom was only teasing.
U Tom u shu pyndom.,khasi,Tom was only teasing.
Nga dang bunkam palat ban kren iaphi mynta.,khasi,I'm too busy to talk to you now.
U Tom u panmap ba u khlem leh ia kaei kaba u lah kular ban leh.,khasi,Tom apologized for not doing what he promised he'd do.
U Yanni u lah pyndait skhem ia ki wire.,khasi,Yanni attached the wires securely.
U Sami um wan phai mynta ka sngi.,khasi,Sami won't be back today.
Ka Layla ka ju long kaba ïong bad kaba bhabriew.,khasi,Layla was so dark and pretty.
Nga dang dei u samla jong phi?,khasi,Am I still your boyfriend?
Nga tip ba u Tom um don ha Boston.,khasi,I know that Tom isn't in Boston.
U Tom u khlem iohi ia ka Mary da ki bnai.,khasi,Tom hasn't seen Mary in months.
Ngam thikna ngan leh aiu.,khasi,I'm not sure what I'll do.
Ngam ngeit lut ka kaei kaba u Tom bad ka Mary ki ong.,khasi,I only believe about half of what Tom and Mary say.
Ka Mary ka iathuh ianga ba ka ju long kaba duk bha.,khasi,Mary told me that she used to be very poor.
U Ziri u don sawphew snem ha kato ka por.,khasi,Ziri was forty at the time.
U sushi u bang.,khasi,Sushi is delicious.
Ka Samla u Sami ka sdang ban hylla.,khasi,Sami's girlfriend started screaming.
Ka samla u Sami ka sdang ban lynñiar.,khasi,Sami's girlfriend started screaming.
Ka samla u Sami ka sdang ban kyrkait.,khasi,Sami's girlfriend started screaming.
Phi i kumba phi pang.,khasi,You look hurt.
Me i kumba me pang.,khasi,You look hurt.
Pha u kumba pha pang.,khasi,You look hurt.
Nga isih ia ka jingarsap.,khasi,I detest hypocrisy.
Phim tip ba u Tom u sah ha Boston mynba u dang khynnah?,khasi,Didn't you know Tom lived in Boston when he was a child?
Phim tip ba u Tom u sah ha Boston por ba u dang khynnah?,khasi,Didn't you know Tom lived in Boston when he was a child?
Nga tip ba u Tom u long u briew uba khyllah.,khasi,I know Tom is a strange guy.
U Tom u kham nang ban kren French ban ia phi.,khasi,Tom can speak French better than you.
Nga tip ba u Tom u dei u khynnah pule ba thymmai.,khasi,I know Tom is a new student.
Nga len ba nga dei uba thoh ia kato ka shithi.,khasi,I denied that I was the one who wrote that letter.
U Tom u kwah ba baroh kin sngewtynnad ia u.,khasi,Tom wants everybody to like him.
U Tom u kwah ia baroh ba kin sngewtynnad ia u.,khasi,Tom wants everybody to like him.
Ka jhat ka sdang ban ngam.,khasi,The ship began to sink.
Kam don shuh da kawei-kawei ka lad.,khasi,She has no choice.
Nga tip u Tom u dei u nong ñiah bos.,khasi,I know Tom is a bus driver.
"U Tom u dei u para-arkmie jong ka Mary, dei?",khasi,"Tom is Mary's cousin, isn't he?"
"U Tom u dei u hymmen-arkmie jong ka Mary, dei?",khasi,"Tom is Mary's cousin, isn't he?"
"U Tom u dei u para-bakha jong ka Mary, dei?",khasi,"Tom is Mary's cousin, isn't he?"
"U Tom u dei u hymmen-bakha jong ka Mary, dei?",khasi,"Tom is Mary's cousin, isn't he?"
"U Tom u pule lut ia ka Bibl, naduh ba sdang shaduh ba kut.",khasi,"Tom read the Bible in its entirety, from the beginning to the end."
Phim lah ban lait na nga.,khasi,You won't escape me.
Mem lah ban lait na nga.,khasi,You won't escape me.
Pham lah ban lait na nga.,khasi,You won't escape me.
Phim lah ban phet na nga.,khasi,You won't escape me.
Mem lah ban phet na nga.,khasi,You won't escape me.
Pham lah ban phet na nga.,khasi,You won't escape me.
U Tom um leh shuh.,khasi,Tom isn't going to do it again.
Nga leh kumba u Tom u bthah.,khasi,I did that the way Tom suggested.
Nga leh kumba bthah u Tom.,khasi,I did that the way Tom suggested.
Nga leh kumba u phah u Tom.,khasi,I did that the way Tom suggested.
Nga leh kumba u Tom u phah.,khasi,I did that the way Tom suggested.
I mei jong nga i ju iathuh khana ianga por ba nga dang khynnah.,khasi,My mother used to read me stories when I was a young kid.
I mei jong nga i ju iathuh khana ianga por ba nga dang rit.,khasi,My mother used to read me stories when I was a young kid.
I mei jong nga i ju iathuh khana ianga mynba nga dang khynnah.,khasi,My mother used to read me stories when I was a young kid.
I mei jong nga i ju iathuh khana ianga mynba nga dang rit.,khasi,My mother used to read me stories when I was a young kid.
I mei jong nga i shait iathuh khana ianga mynba nga dang khynnah.,khasi,My mother used to read me stories when I was a young kid.
I mei jong nga i shait iathuh khana ianga mynba nga dang rit.,khasi,My mother used to read me stories when I was a young kid.
I mei jong nga i shait iathuh khana ianga por ba nga dang khynnah.,khasi,My mother used to read me stories when I was a young kid.
I mei jong nga i shait iathuh khana ianga por ba nga dang rit.,khasi,My mother used to read me stories when I was a young kid.
Nga kular nga ngan leh bha.,khasi,I promise to do my best.
Ïeng haba shai.,khasi,Step into the light.
Ïai leh ban im ha ki por tlang.,khasi,Keep yourself alive during winter.
Ïeng ha ka jingshai.,khasi,Step into the light.
"Ka bhabriew, tangba ka kren palat.",khasi,"She's attractive, but she talks too much."
"Ka bhabriew, tangba ka bun nia palat.",khasi,"She's attractive, but she talks too much."
"Ka bhabriew, tangba ka heh tang ka kren.",khasi,"She's attractive, but she talks too much."
U Tom u tip ba ka Mary ka khlem leh.,khasi,Tom knew that Mary didn't need to do that.
Ka ïit ka pait suk.,khasi,Glass breaks easily.
Balei phi thied ia une u kulai?,khasi,Why did you buy this horse?
"Ka America kam dei ka ri, ka dei ka dewbah.",khasi,America isn't a country. It's a continent.
Tynnad.,khasi,It's pretty.
Phi kwah peit phlim la miet sngi saitjaiñ?,khasi,Do you want to watch a movie Saturday night?
U Tom bad ka Mary ki ap ianga.,khasi,Tom and Mary were waiting for me.
U Tom u ong ba u kwah shong ha syndah jong nga.,khasi,Tom said that he wanted to sit next to me.
U Tom u ong ba u kwah shong syndah ianga.,khasi,Tom said that he wanted to sit next to me.
U Tom u ong u kwah shong ha syndah jong nga.,khasi,Tom said that he wanted to sit next to me.
U Tom u ong u kwah shong syndah ianga.,khasi,Tom said that he wanted to sit next to me.
U Tom un ym thied ia kato ka kali.,khasi,Tom isn't going to buy that car.
Nga ruh dei ban leit jngohkai ia ka Australia.,khasi,"I should visit Australia, too."
Phim kwah shong bad nga?,khasi,Don't you want to sit with me?
Mem kwah shong bad nga?,khasi,Don't you want to sit with me?
Pham kwah shong bad nga?,khasi,Don't you want to sit with me?
Ngam lah ngeit phi leh ia kane baroh khlem jingïarap.,khasi,I can't believe that you did all this without any help.
Ngam lah ban ngeit phi leh ia kane baroh khlem jingïarap.,khasi,I can't believe that you did all this without any help.
Ngam lah ngeit ba phi leh ia kane baroh khlem jingïarap.,khasi,I can't believe that you did all this without any help.
Ngam lah ban ngeit ba phi leh ia kane baroh khlem jingïarap.,khasi,I can't believe that you did all this without any help.
Um lah ban pynsangeh ia u.,khasi,He can't stop him.
I meiieid jong nga i pang osteoporosis.,khasi,My grandmother suffers from osteoporosis.
I meikha jong nga i pang osteoporosis.,khasi,My grandmother suffers from osteoporosis.
"U Tom u dei u hymmen ka Mary, dei?",khasi,"Tom is Mary's older brother, isn't he?"
U Tom um lah ban leh marwei.,khasi,Tom can't do it alone.
U Tom bad ka Mary ki ong ia u John ba u hap ban leh.,khasi,Tom and Mary have told John that he has to do that.
Ngam lah shah.,khasi,I couldn't bear it.
Nga tip ba u Tom un shah ianga ba ngin leh.,khasi,I know that Tom would allow us to do that.
Nga tip ba u Tom un shah iangi ban leh.,khasi,I know that Tom would allow us to do that.
Nga mut phi lah tip.,khasi,I thought that you already knew.
Ym samrkhie eiei.,khasi,I don't find this funny.
Watla ka ïing jongnga ka kem ding tang shiphang kan sa shah pynlip.,khasi,Even if my house catches fire it would soon be put out.
Tang u Tom un tip.,khasi,Only Tom would know that.
Tip.,khasi,I don't know.
Ngam ithuh ia u,khasi,I don't know him.
Ngam pat tip.,khasi,I don't know yet.
Mynno?,khasi,When?
Lano?,khasi,When?
Haduh lano?,khasi,Til when?
U Sami um lah ban kynmaw ia ka kyrteng ka company.,khasi,Sami can't remember the name of the company.
Phin mih lashai?,khasi,Will you go out tomorrow?
Kane ka kot kam da sngewtynnad kum kato kawei ka kot kaba nga pule mynshymtaïew.,khasi,This book isn't as interesting as the one I read last week.
U Tom um pat iathuh ianga balei um kwah ban leh.,khasi,Tom still hasn't told me why he doesn't want to do that.
Ka miaw jong u Yanni ka wan bad shong ha syndah jong ka Skura.,khasi,Yanni's cat came and sat next to Skura.
U miaw jong u Yanni u wan bad shong syndah ia ka Skura.,khasi,Yanni's cat came and sat next to Skura.
Phi dei jait briew ba kumno?,khasi,What kind of a person are you?
Iathuh ianga kawei ka khana ba shisha.,khasi,Tell me a true story.
U Sami bad ka Layla ki lah ia khlad.,khasi,Sami and Layla have broken up.
U Tom bad ka Mary kim mut shuh ban leh ia kato.,khasi,Tom and Mary don't plan on doing that anymore.
U Tom u ju don ksew.,khasi,Tom used to have a dog.
U Sami u la wan phai sha ïing.,khasi,Sami is back home.
U Tom u long uba nyngkong ban poi shane mynta ka sngi.,khasi,Tom was the first one to get here today.
U Tom u long uba nyngkong ban poi hangne mynta ka sngi.,khasi,Tom was the first one to get here today.
Nga lah lap u shabi.,khasi,I found the key.
Nga lah shem u shabi.,khasi,I found the key.
